transaction_id,account_id,transaction_type,amount,transaction_date,channel
1518,481,Deposit,25858.65,2023/09/03,Branch
1519,907,Deposit,28792.82,2023/08/06,ATM
1520,453,Loan Payment,5882.30,2023/01/05,ATM
1521,586,Withdrawal,36988.56,2023/01/18,Branch
1522,955,Loan Payment,42717.06,2025/04/27,ATM
1523,831,Deposit,11998.42,2024/05/21,ATM
1524,451,Withdrawal,48251.88,2023/03/15,Mobile
1525,33,Loan Payment,20505.33,2025/01/27,Branch
1526,979,Loan Payment,19955.37,2024/01/12,Branch
1527,62,Deposit,47133.70,2023/02/11,Mobile
1528,901,Deposit,2881.70,2025/10/01,Online
1529,739,Loan Payment,12203.92,2024/08/08,Mobile
1530,936,Loan Payment,10645.99,2025/08/03,Online
1531,785,Withdrawal,34880.58,2025/01/23,Online
1532,637,Loan Payment,25805.81,2023/10/31,Online
1533,790,Loan Payment,2824.70,2024/11/14,Mobile
1534,979,Deposit,7721.07,2024/01/08,Mobile
1535,767,Withdrawal,11135.41,2023/11/20,Branch
1536,409,Deposit,34192.36,2025/06/27,Mobile
1537,981,Withdrawal,929.45,2025/04/19,ATM
1538,916,Loan Payment,7431.75,2025/09/18,ATM
1539,802,Loan Payment,34386.80,2024/11/25,ATM
1540,865,Deposit,3329.77,2025/11/20,Mobile
1541,979,Withdrawal,27074.44,2023/01/06,ATM
1542,872,Loan Payment,34686.42,2024/01/21,ATM
1543,749,Withdrawal,18174.93,2023/06/12,Online
1544,472,Loan Payment,40527.91,2023/10/30,ATM
1545,964,Loan Payment,24205.60,2023/05/20,ATM
1546,307,Loan Payment,7500.44,2025/01/08,ATM
1547,780,Withdrawal,22336.31,2024/01/15,Online
1548,631,Deposit,39162.86,2023/08/18,Online
1549,334,Deposit,21775.19,2022/12/28,ATM
1550,353,Deposit,8470.45,2023/10/12,Online
1551,341,Withdrawal,30389.59,2023/08/06,Mobile
1552,589,Deposit,9435.92,2024/08/27,Mobile
1553,723,Deposit,37645.38,2023/09/27,Mobile
1554,646,Withdrawal,21462.41,2023/08/21,Online
1555,99,Loan Payment,9114.75,2024/04/01,Online
1556,115,Deposit,44189.62,2023/12/28,Branch
1557,229,Deposit,11687.41,2025/06/28,Online
1558,475,Deposit,27499.69,2025/03/26,Branch
1559,89,Deposit,31639.55,2024/06/08,Online
1560,740,Deposit,17335.10,2025/04/11,Branch
1561,422,Withdrawal,24744.12,2023/08/19,Mobile
1562,52,Deposit,2919.82,2025/10/04,Branch
1563,873,Loan Payment,2038.09,2024/07/30,ATM
1564,331,Deposit,33897.58,2025/07/20,Branch
1565,399,Loan Payment,23530.85,2024/06/15,Online
1566,790,Deposit,34524.61,2024/10/21,Branch
1567,679,Deposit,43619.03,2023/02/22,Branch
1568,926,Loan Payment,25259.96,2023/12/12,Branch
1569,300,Deposit,39856.44,2024/07/03,Online
1570,224,Withdrawal,20568.34,2025/01/09,Online
1571,129,Withdrawal,36403.31,2023/11/22,Mobile
1572,512,Loan Payment,19672.76,2025/01/02,ATM
1573,742,Deposit,9819.17,2023/09/02,Online
1574,134,Withdrawal,16663.28,2025/05/19,ATM
1575,19,Withdrawal,16276.28,2024/08/11,Mobile
1576,663,Deposit,5875.67,2025/05/12,ATM
1577,894,Withdrawal,43039.04,2024/04/24,Branch
1578,237,Loan Payment,5481.20,2024/09/12,Branch
1579,706,Loan Payment,47721.59,2025/03/07,Online
1580,698,Withdrawal,31857.93,2025/03/05,Online
1581,962,Withdrawal,46622.84,2024/11/02,Online
1582,628,Loan Payment,16567.98,2025/01/14,Mobile
1583,412,Loan Payment,48634.60,2025/01/23,Mobile
1584,988,Loan Payment,49804.11,2023/02/05,Branch
1585,300,Withdrawal,38281.06,2023/01/09,Online
1586,613,Withdrawal,18259.14,2025/01/19,ATM
1587,72,Loan Payment,31976.87,2023/02/26,ATM
1588,878,Loan Payment,15472.08,2024/10/01,Mobile
1589,682,Withdrawal,6440.07,2023/03/28,Online
1590,612,Withdrawal,18726.35,2023/04/13,ATM
1591,270,Deposit,1657.89,2024/12/03,Branch
1592,869,Loan Payment,19829.34,2025/09/24,Branch
1593,498,Deposit,38556.88,2025/06/25,Online
1594,154,Deposit,28673.00,2025/10/13,Mobile
1595,450,Loan Payment,39562.40,2023/06/02,Mobile
1596,338,Withdrawal,42817.42,2024/07/18,Branch
1597,632,Withdrawal,16698.73,2024/01/22,Mobile
1598,891,Loan Payment,21687.71,2023/04/17,Online
1599,420,Loan Payment,35792.66,2024/11/21,Online
1600,233,Deposit,40180.41,2025/08/24,ATM
1601,303,Loan Payment,37185.57,2024/07/20,ATM
1602,223,Withdrawal,2834.62,2023/05/05,Branch
1603,182,Deposit,34942.94,2025/02/25,Branch
1604,838,Loan Payment,3932.17,2023/03/16,Branch
1605,236,Deposit,1367.67,2024/06/21,Online
1606,508,Withdrawal,12057.23,2024/10/23,Branch
1607,690,Deposit,31521.08,2023/09/13,ATM
1608,659,Loan Payment,21711.08,2023/06/20,Branch
1609,699,Withdrawal,42461.82,2024/06/28,ATM
1610,513,Withdrawal,25404.03,2025/01/08,Mobile
1611,90,Withdrawal,25381.20,2022/12/24,ATM
1612,798,Loan Payment,5003.17,2023/06/25,Mobile
1613,921,Withdrawal,33894.54,2023/08/17,Branch
1614,64,Deposit,27912.76,2023/07/30,Mobile
1615,147,Loan Payment,9514.00,2024/06/11,Mobile
1616,554,Deposit,7763.71,2025/07/16,Mobile
1617,386,Withdrawal,22729.77,2025/05/30,ATM
1618,342,Deposit,1335.45,2025/07/13,Branch
1619,352,Deposit,9687.64,2023/12/05,Mobile
1620,484,Loan Payment,29094.64,2024/07/05,ATM
1621,977,Withdrawal,39094.16,2025/07/07,Online
1622,20,Loan Payment,31770.29,2025/09/07,Branch
1623,114,Withdrawal,46198.37,2024/01/12,ATM
1624,496,Withdrawal,47311.28,2025/10/31,Branch
1625,852,Loan Payment,49961.12,2023/07/26,Branch
1626,463,Deposit,17323.33,2025/01/20,Branch
1627,820,Deposit,35336.96,2024/08/14,Online
1628,583,Deposit,3147.84,2024/09/14,Mobile
1629,393,Withdrawal,30221.93,2023/06/07,Mobile
1630,388,Withdrawal,34253.82,2024/05/23,ATM
1631,467,Withdrawal,24717.24,2025/06/04,Branch
1632,208,Withdrawal,18629.03,2024/01/09,Online
1633,120,Withdrawal,32360.30,2023/12/29,Online
1634,382,Loan Payment,26351.99,2024/03/06,Branch
1635,551,Deposit,34174.18,2023/07/12,ATM
1636,807,Withdrawal,13937.36,2023/06/06,ATM
1637,80,Withdrawal,40108.52,2024/05/02,Online
1638,78,Withdrawal,31890.49,2025/03/14,Branch
1639,546,Withdrawal,42509.66,2023/12/10,Branch
1640,343,Withdrawal,18082.79,2025/08/12,Branch
1641,501,Withdrawal,32808.66,2023/06/17,ATM
1642,679,Withdrawal,41086.61,2023/09/13,Branch
1643,207,Withdrawal,17060.80,2023/05/30,Online
1644,183,Deposit,23594.07,2025/03/14,Branch
1645,941,Withdrawal,19082.02,2023/12/07,Mobile
1646,990,Deposit,31673.04,2024/08/02,Branch
1647,788,Loan Payment,46738.22,2023/06/29,ATM
1648,383,Loan Payment,32228.32,2024/11/04,Branch
1649,961,Deposit,37160.66,2023/06/29,Branch
1650,911,Withdrawal,8156.25,2025/01/29,Online
1651,928,Withdrawal,26325.24,2022/12/21,Branch
1652,891,Withdrawal,22322.85,2024/10/11,ATM
1653,589,Loan Payment,6269.77,2024/02/16,Online
1654,651,Loan Payment,39597.67,2023/06/30,Mobile
1655,609,Loan Payment,20709.95,2023/01/02,ATM
1656,7,Withdrawal,44728.70,2024/10/04,Branch
1657,948,Loan Payment,44014.03,2024/07/24,ATM
1658,782,Deposit,35354.79,2025/11/05,Mobile
1659,873,Withdrawal,41896.58,2025/04/10,ATM
1660,927,Loan Payment,12628.26,2023/08/12,ATM
1661,867,Withdrawal,39323.10,2024/06/11,ATM
1662,900,Loan Payment,34980.64,2025/09/21,Online
1663,177,Deposit,28505.10,2024/09/02,Mobile
1664,799,Withdrawal,45230.91,2024/11/25,Branch
1665,645,Withdrawal,43119.67,2023/05/30,Online
1666,995,Loan Payment,29101.15,2025/01/13,Branch
1667,439,Loan Payment,42946.40,2024/06/26,Mobile
1668,437,Loan Payment,18007.23,2025/09/09,Mobile
1669,789,Loan Payment,37278.01,2025/08/04,ATM
1670,233,Deposit,7743.79,2025/06/25,ATM
1671,683,Deposit,43609.30,2024/09/30,Branch
1672,23,Withdrawal,14095.42,2025/01/17,Branch
1673,341,Withdrawal,38236.89,2024/01/07,Mobile
1674,882,Deposit,41879.76,2025/02/06,Mobile
1675,914,Deposit,37696.12,2024/12/25,Mobile
1676,531,Loan Payment,42736.87,2025/07/13,Branch
1677,584,Deposit,25414.88,2023/05/01,Online
1678,335,Deposit,49789.57,2025/03/15,Branch
1679,504,Deposit,35215.82,2025/05/10,Mobile
1680,521,Withdrawal,43971.82,2023/06/05,ATM
1681,952,Withdrawal,27061.89,2024/02/10,ATM
1682,750,Loan Payment,20654.42,2023/09/15,Branch
1683,113,Loan Payment,22666.96,2025/06/01,Online
1684,487,Deposit,3745.03,2025/03/20,Branch
1685,553,Withdrawal,16945.07,2025/03/26,Branch
1686,783,Withdrawal,25431.38,2024/08/26,Branch
1687,997,Withdrawal,44003.86,2025/11/29,ATM
1688,849,Loan Payment,15788.62,2025/10/25,Online
1689,673,Deposit,40496.01,2023/02/11,Branch
1690,542,Loan Payment,29922.00,2022/12/19,Mobile
1691,56,Withdrawal,24192.70,2023/05/14,Branch
1692,688,Deposit,29460.90,2023/03/04,Online
1693,589,Withdrawal,45568.20,2024/03/02,ATM
1694,829,Loan Payment,18593.24,2023/11/10,Mobile
1695,807,Loan Payment,40600.15,2023/10/21,ATM
1696,983,Loan Payment,45658.33,2024/01/13,Online
1697,242,Deposit,35485.11,2024/06/05,ATM
1698,549,Withdrawal,46392.20,2024/10/10,Branch
1699,514,Withdrawal,29703.04,2022/12/23,Mobile
1700,233,Withdrawal,3664.50,2025/11/07,Online
1701,727,Loan Payment,31413.37,2023/06/26,Branch
1702,204,Withdrawal,3703.49,2025/03/13,Mobile
1703,100,Withdrawal,47020.92,2023/07/22,ATM
1704,867,Loan Payment,16210.04,2023/07/31,Online
1705,630,Deposit,10394.82,2024/08/10,Branch
1706,623,Loan Payment,5051.96,2025/05/07,ATM
1707,588,Loan Payment,27626.80,2022/12/23,Branch
1708,980,Withdrawal,31291.76,2025/08/20,Mobile
1709,89,Deposit,48880.78,2025/01/13,ATM
1710,443,Withdrawal,25442.29,2024/11/18,Mobile
1711,359,Loan Payment,13248.06,2025/03/25,Mobile
1712,140,Withdrawal,28971.53,2025/04/12,Branch
1713,681,Withdrawal,13954.01,2025/04/13,ATM
1714,829,Withdrawal,25505.89,2023/01/23,Online
1715,753,Deposit,45430.18,2024/05/05,ATM
1716,246,Loan Payment,25916.59,2024/08/19,Online
1717,209,Withdrawal,22475.03,2024/07/23,ATM
1718,895,Deposit,22174.26,2025/06/03,Mobile
1719,791,Withdrawal,49320.93,2024/12/15,ATM
1720,689,Deposit,29657.64,2025/06/24,Online
1721,421,Withdrawal,4534.62,2023/02/06,Online
1722,577,Withdrawal,47574.59,2023/03/07,Branch
1723,445,Withdrawal,35014.54,2024/10/01,ATM
1724,45,Deposit,3401.06,2025/01/30,Branch
1725,842,Withdrawal,3373.79,2025/01/12,Online
1726,23,Deposit,12404.22,2025/04/06,Mobile
1727,313,Loan Payment,8255.54,2025/08/22,Branch
1728,700,Deposit,620.43,2024/09/22,Online
1729,631,Loan Payment,14353.67,2025/06/18,Branch
1730,107,Withdrawal,42363.89,2023/07/01,ATM
1731,765,Deposit,29785.27,2023/05/24,Online
1732,453,Withdrawal,2415.05,2025/07/08,Online
1733,766,Deposit,41355.71,2025/02/02,ATM
1734,866,Withdrawal,35443.69,2023/03/15,Mobile
1735,441,Loan Payment,40000.60,2023/11/11,Branch
1736,566,Loan Payment,40635.62,2023/07/27,Online
1737,415,Loan Payment,41993.09,2025/04/30,Online
1738,256,Withdrawal,16516.92,2023/06/25,Mobile
1739,417,Withdrawal,40960.73,2024/03/14,Online
1740,758,Deposit,7539.39,2024/07/01,Mobile
1741,273,Withdrawal,49097.04,2024/05/03,Online
1742,717,Withdrawal,21166.78,2024/02/04,ATM
1743,935,Withdrawal,2402.67,2025/06/02,Mobile
1744,491,Loan Payment,34576.07,2024/09/05,ATM
1745,929,Deposit,17745.37,2025/02/08,Online
1746,391,Withdrawal,30323.51,2024/04/16,Branch
1747,663,Deposit,4128.06,2025/03/16,Online
1748,471,Deposit,20801.42,2023/07/24,Mobile
1749,484,Loan Payment,48234.37,2024/11/16,Branch
1750,117,Deposit,47948.27,2024/11/14,Mobile
1751,376,Withdrawal,21953.90,2025/02/17,Branch
1752,985,Loan Payment,11830.36,2024/10/16,Online
1753,256,Withdrawal,45224.81,2025/10/01,Branch
1754,550,Loan Payment,16724.77,2024/03/24,Mobile
1755,857,Loan Payment,14741.72,2023/01/02,ATM
1756,806,Withdrawal,36570.75,2024/10/10,Mobile
1757,274,Withdrawal,23110.78,2024/11/21,Mobile
1758,990,Withdrawal,29879.66,2024/04/15,Branch
1759,789,Deposit,30238.88,2025/05/08,Mobile
1760,71,Loan Payment,42331.42,2023/08/03,Mobile
1761,371,Deposit,38617.47,2025/05/16,Online
1762,563,Deposit,36741.25,2024/11/29,Mobile
1763,823,Withdrawal,25004.85,2024/02/02,Mobile
1764,112,Deposit,28482.47,2025/06/01,ATM
1765,467,Deposit,10047.15,2023/05/30,Mobile
1766,865,Withdrawal,18112.92,2025/12/03,ATM
1767,2,Loan Payment,45610.41,2025/08/02,Branch
1768,408,Deposit,19605.63,2023/01/06,ATM
1769,147,Loan Payment,5104.82,2025/11/20,Mobile
1770,143,Deposit,8837.80,2025/01/12,Branch
1771,745,Deposit,37030.69,2023/06/01,Mobile
1772,601,Withdrawal,38115.45,2023/11/24,ATM
1773,289,Withdrawal,30965.84,2025/09/26,Branch
1774,13,Withdrawal,12003.69,2024/08/14,Branch
1775,309,Deposit,1963.61,2025/10/26,Mobile
1776,511,Withdrawal,24186.35,2023/04/30,Branch
1777,637,Withdrawal,35913.16,2024/09/07,Mobile
1778,805,Deposit,19466.77,2025/07/07,ATM
1779,210,Loan Payment,42620.71,2025/04/14,Mobile
1780,287,Deposit,48267.67,2025/03/01,Branch
1781,36,Deposit,25578.50,2025/06/29,Branch
1782,793,Withdrawal,7829.76,2024/06/01,ATM
1783,597,Withdrawal,26321.76,2023/12/17,Online
1784,545,Loan Payment,16653.36,2024/01/02,Mobile
1785,593,Deposit,36788.00,2024/06/11,Online
1786,865,Withdrawal,27564.86,2024/06/07,Online
1787,130,Loan Payment,13467.71,2024/01/21,ATM
1788,190,Withdrawal,39737.44,2023/10/28,Mobile
1789,90,Loan Payment,35147.52,2025/06/22,ATM
1790,211,Loan Payment,19111.50,2023/02/17,ATM
1791,265,Loan Payment,12402.31,2024/06/03,ATM
1792,445,Deposit,11324.58,2023/12/13,ATM
1793,60,Loan Payment,34448.59,2024/07/03,Online
1794,575,Deposit,42083.32,2024/03/30,Online
1795,695,Loan Payment,41530.08,2025/01/19,Mobile
1796,976,Deposit,45524.98,2024/04/06,Mobile
1797,488,Withdrawal,1717.56,2023/06/05,Branch
1798,879,Loan Payment,30067.86,2023/03/24,ATM
1799,629,Withdrawal,40688.10,2023/04/16,Branch
1800,570,Withdrawal,2654.04,2024/05/30,Online
1801,309,Deposit,42150.12,2023/08/14,Mobile
1802,483,Withdrawal,42175.21,2025/06/20,Online
1803,893,Withdrawal,13938.66,2024/09/26,Online
1804,322,Withdrawal,32067.76,2024/06/04,Online
1805,370,Deposit,42943.90,2024/02/05,Online
1806,495,Deposit,49750.94,2025/09/05,Online
1807,148,Deposit,31386.22,2025/06/10,Mobile
1808,223,Withdrawal,48186.28,2025/12/14,Branch
1809,607,Withdrawal,30015.46,2025/05/16,Mobile
1810,742,Withdrawal,20994.01,2025/01/19,Branch
1811,893,Loan Payment,44714.90,2025/10/02,ATM
1812,266,Loan Payment,26145.48,2025/08/22,Mobile
1813,470,Deposit,25083.08,2024/04/11,Online
1814,230,Loan Payment,2355.85,2024/04/29,Online
1815,331,Loan Payment,44966.85,2025/02/06,ATM
1816,969,Withdrawal,12587.45,2025/01/18,Online
1817,798,Withdrawal,41319.09,2023/10/16,Online
1818,463,Loan Payment,37280.18,2025/05/11,ATM
1819,152,Loan Payment,42821.10,2024/07/27,ATM
1820,797,Loan Payment,49407.47,2024/05/16,Branch
1821,360,Deposit,33706.76,2024/02/23,Mobile
1822,624,Withdrawal,21734.01,2023/08/17,ATM
1823,985,Deposit,41971.71,2025/11/16,Online
1824,417,Withdrawal,41441.72,2025/10/13,Branch
1825,657,Withdrawal,16098.36,2025/09/14,ATM
1826,893,Loan Payment,36378.05,2024/01/14,ATM
1827,213,Loan Payment,20840.02,2024/05/09,Mobile
1828,933,Deposit,44071.18,2025/10/08,Branch
1829,121,Loan Payment,32632.50,2024/08/21,ATM
1830,612,Deposit,20144.92,2023/09/21,Online
1831,931,Deposit,42566.50,2023/03/02,Branch
1832,7,Loan Payment,46316.43,2023/01/25,ATM
1833,264,Deposit,41898.90,2023/10/27,ATM
1834,955,Loan Payment,20346.09,2025/02/09,Mobile
1835,427,Deposit,28636.15,2024/02/26,Mobile
1836,937,Withdrawal,40491.41,2024/07/15,Online
1837,323,Loan Payment,2581.98,2024/04/19,Mobile
1838,612,Loan Payment,14793.25,2025/03/01,Branch
1839,216,Withdrawal,15199.65,2023/10/12,ATM
1840,335,Loan Payment,43247.91,2024/08/12,Online
1841,961,Withdrawal,25658.69,2025/02/21,Mobile
1842,130,Withdrawal,26812.03,2024/07/24,Branch
1843,414,Withdrawal,17946.31,2025/08/29,Branch
1844,971,Withdrawal,39428.85,2023/12/17,ATM
1845,118,Loan Payment,38169.11,2025/06/24,Branch
1846,246,Withdrawal,22946.24,2025/06/22,Online
1847,793,Withdrawal,1953.89,2023/07/29,Online
1848,484,Withdrawal,46193.70,2025/10/29,Branch
1849,8,Withdrawal,10132.65,2025/04/18,ATM
1850,378,Loan Payment,42172.65,2024/02/02,Mobile
1851,902,Withdrawal,40866.14,2023/11/20,Branch
1852,205,Loan Payment,13085.71,2024/02/27,ATM
1853,234,Deposit,48025.37,2025/08/05,Mobile
1854,539,Withdrawal,25814.40,2022/12/26,ATM
1855,203,Deposit,36346.84,2024/11/30,Mobile
1856,93,Withdrawal,572.77,2023/07/12,Branch
1857,968,Loan Payment,36248.65,2025/10/14,ATM
1858,449,Deposit,39554.31,2023/11/02,Online
1859,33,Withdrawal,27845.61,2024/07/24,Online
1860,421,Withdrawal,11145.45,2025/07/03,ATM
1861,80,Deposit,39419.32,2025/09/05,Branch
1862,642,Withdrawal,47706.06,2025/11/02,Mobile
1863,143,Loan Payment,3011.83,2023/06/25,Mobile
1864,504,Withdrawal,17423.68,2023/03/14,Online
1865,3,Withdrawal,47168.05,2023/04/27,Online
1866,774,Deposit,6361.83,2025/09/06,Online
1867,3,Withdrawal,22405.71,2025/11/13,ATM
1868,969,Withdrawal,20216.35,2024/10/27,ATM
1869,572,Withdrawal,38059.14,2023/03/05,Branch
1870,399,Loan Payment,44430.58,2023/06/22,Online
1871,356,Withdrawal,11312.42,2023/07/03,Mobile
1872,148,Withdrawal,41139.27,2024/10/16,Branch
1873,508,Loan Payment,35721.31,2025/03/30,ATM
1874,607,Deposit,8927.12,2025/10/20,Online
1875,208,Loan Payment,27412.86,2023/08/04,Branch
1876,712,Deposit,22381.02,2024/05/17,ATM
1877,575,Deposit,26615.84,2023/02/16,Online
1878,721,Loan Payment,25969.31,2025/02/09,ATM
1879,716,Loan Payment,15990.47,2025/10/31,Mobile
1880,11,Withdrawal,1605.66,2024/06/24,Branch
1881,898,Loan Payment,15406.11,2023/04/24,ATM
1882,94,Loan Payment,39930.19,2023/12/13,Mobile
1883,926,Deposit,45111.72,2024/03/24,ATM
1884,778,Withdrawal,21085.52,2023/09/09,Branch
1885,250,Deposit,48384.80,2023/06/16,Branch
1886,156,Deposit,29912.59,2024/03/16,Mobile
1887,83,Loan Payment,27636.86,2024/11/19,ATM
1888,947,Withdrawal,31912.30,2023/04/25,ATM
1889,728,Withdrawal,25063.86,2023/10/22,ATM
1890,542,Deposit,21457.18,2023/04/18,Branch
1891,782,Withdrawal,36540.72,2024/08/24,ATM
1892,949,Deposit,36068.56,2024/08/13,Online
1893,506,Loan Payment,23664.24,2023/07/27,Branch
1894,268,Deposit,26858.49,2024/03/01,ATM
1895,2,Deposit,23092.11,2023/08/19,Branch
1896,436,Deposit,26728.32,2025/10/03,Online
1897,422,Deposit,21695.19,2025/08/01,Online
1898,808,Withdrawal,9397.37,2025/04/06,Online
1899,33,Loan Payment,13846.97,2024/11/15,Mobile
1900,148,Withdrawal,42658.31,2025/09/28,ATM
1901,85,Withdrawal,1992.96,2025/05/23,Online
1902,360,Loan Payment,27615.03,2023/08/21,Online
1903,129,Withdrawal,31943.11,2023/12/05,Mobile
1904,783,Withdrawal,46157.79,2023/05/19,Mobile
1905,149,Withdrawal,35617.16,2025/05/23,Mobile
1906,370,Loan Payment,3115.60,2024/12/19,Mobile
1907,337,Withdrawal,18400.63,2024/04/14,Mobile
1908,500,Loan Payment,49809.33,2025/02/01,Branch
1909,492,Withdrawal,21997.24,2024/12/21,Mobile
1910,113,Withdrawal,9225.46,2024/03/06,Online
1911,292,Loan Payment,8031.85,2025/09/17,Branch
1912,80,Deposit,31868.38,2024/10/20,Online
1913,428,Withdrawal,26356.16,2024/12/17,Mobile
1914,680,Loan Payment,46461.25,2025/06/15,ATM
1915,671,Loan Payment,17441.77,2025/09/05,ATM
1916,976,Withdrawal,15581.45,2024/08/04,ATM
1917,812,Withdrawal,5418.87,2025/05/26,Online
1918,266,Withdrawal,43828.25,2024/07/29,ATM
1919,720,Loan Payment,20990.78,2023/03/17,Online
1920,220,Withdrawal,35812.16,2023/07/27,ATM
1921,911,Withdrawal,13070.44,2025/12/10,Branch
1922,215,Withdrawal,1348.34,2024/11/16,Online
1923,949,Withdrawal,29350.54,2023/12/04,ATM
1924,263,Loan Payment,21627.84,2023/08/13,ATM
1925,761,Loan Payment,29428.04,2025/08/14,ATM
1926,660,Loan Payment,5424.97,2024/11/27,Branch
1927,803,Loan Payment,45396.59,2025/08/24,Mobile
1928,843,Withdrawal,23126.67,2025/06/30,Branch
1929,929,Loan Payment,30516.69,2025/10/24,Branch
1930,399,Deposit,43615.81,2023/01/05,ATM
1931,140,Deposit,24907.70,2025/05/19,ATM
1932,98,Deposit,27259.63,2023/03/13,Branch
1933,906,Withdrawal,31560.47,2025/02/27,ATM
1934,524,Deposit,33331.85,2024/04/22,Branch
1935,775,Withdrawal,37865.34,2024/03/28,Online
1936,477,Loan Payment,11369.17,2025/03/07,ATM
1937,551,Withdrawal,30014.00,2023/03/04,Online
1938,946,Deposit,9524.62,2023/01/19,Branch
1939,913,Loan Payment,23663.62,2025/08/20,Online
1940,311,Deposit,6439.77,2023/09/15,ATM
1941,148,Loan Payment,38003.07,2023/07/16,Mobile
1942,868,Withdrawal,17177.99,2023/07/21,Online
1943,255,Withdrawal,15540.63,2025/02/06,Branch
1944,621,Deposit,3721.59,2023/04/30,Branch
1945,632,Deposit,45157.57,2024/06/02,ATM
1946,7,Withdrawal,7104.17,2023/02/27,ATM
1947,77,Deposit,33863.61,2024/01/05,ATM
1948,168,Deposit,49375.41,2024/11/26,Mobile
1949,578,Deposit,38914.20,2025/11/27,Branch
1950,458,Withdrawal,31738.15,2023/03/05,ATM
1951,827,Deposit,27873.95,2023/08/05,Branch
1952,972,Loan Payment,13911.06,2024/10/12,Mobile
1953,114,Loan Payment,9333.98,2025/08/12,Mobile
1954,854,Loan Payment,24362.34,2024/10/27,Online
1955,180,Loan Payment,24701.15,2023/12/16,Branch
1956,524,Deposit,29465.49,2024/02/08,Mobile
1957,483,Deposit,22218.65,2023/08/01,ATM
1958,858,Withdrawal,39626.02,2023/02/19,Online
1959,729,Withdrawal,39711.02,2023/10/07,Mobile
1960,704,Deposit,18606.98,2024/03/15,ATM
1961,218,Loan Payment,47940.28,2025/10/22,ATM
1962,218,Withdrawal,43281.72,2023/09/08,ATM
1963,697,Loan Payment,22798.15,2024/07/02,Online
1964,896,Loan Payment,46260.26,2025/12/03,Mobile
1965,99,Loan Payment,26361.51,2024/08/14,Branch
1966,7,Loan Payment,24129.91,2025/07/03,Mobile
1967,151,Withdrawal,7652.08,2023/09/30,ATM
1968,384,Deposit,47339.33,2023/12/06,Online
1969,110,Withdrawal,47677.28,2023/03/31,Mobile
1970,803,Deposit,1042.72,2024/02/06,Mobile
1971,712,Withdrawal,18543.28,2025/02/15,Branch
1972,124,Deposit,47896.97,2023/03/01,Mobile
1973,392,Deposit,44532.92,2025/05/05,Online
1974,792,Deposit,39467.98,2025/09/08,ATM
1975,391,Withdrawal,7389.76,2025/06/14,Branch
1976,5,Deposit,23447.03,2023/05/21,Online
1977,358,Deposit,9547.28,2023/10/12,Online
1978,817,Withdrawal,19958.66,2025/12/09,Online
1979,663,Deposit,17971.65,2024/09/18,Online
1980,360,Loan Payment,34234.15,2024/12/14,Mobile
1981,89,Loan Payment,22976.65,2023/06/19,Branch
1982,305,Loan Payment,43718.63,2024/12/25,Branch
1983,69,Deposit,46182.07,2024/03/22,Mobile
1984,355,Withdrawal,15736.85,2024/07/12,Branch
1985,849,Loan Payment,18754.33,2023/06/15,Mobile
1986,932,Deposit,33703.70,2024/07/25,Mobile
1987,681,Withdrawal,19156.83,2024/03/13,ATM
1988,903,Withdrawal,40776.95,2023/10/12,ATM
1989,205,Deposit,10603.20,2024/09/29,Online
1990,977,Withdrawal,38404.19,2025/02/13,Branch
1991,515,Withdrawal,11935.30,2024/10/13,Online
1992,240,Loan Payment,41995.70,2025/07/15,Mobile
1993,658,Deposit,9061.72,2023/11/02,Branch
1994,454,Withdrawal,47871.21,2023/05/13,Online
1995,803,Loan Payment,10400.28,2023/10/30,Online
1996,553,Withdrawal,35047.36,2023/04/17,Online
1997,399,Withdrawal,22977.00,2025/07/21,Mobile
1998,390,Loan Payment,49483.93,2024/07/04,ATM
1999,787,Loan Payment,2388.79,2025/11/10,Online
2000,427,Loan Payment,18911.86,2024/06/23,Branch
2001,843,Withdrawal,44029.87,2023/05/03,Mobile
2002,825,Loan Payment,40056.20,2024/06/06,ATM
2003,887,Withdrawal,32077.88,2024/08/20,ATM
2004,841,Deposit,40687.79,2023/08/25,Mobile
2005,64,Loan Payment,47229.85,2023/08/19,ATM
2006,377,Deposit,43107.61,2023/02/24,Online
2007,179,Withdrawal,1656.13,2023/05/12,Online
2008,55,Deposit,20681.38,2023/09/16,ATM
2009,420,Loan Payment,16242.92,2024/07/11,ATM
2010,615,Loan Payment,23959.30,2025/03/30,Online
2011,261,Withdrawal,737.75,2024/01/20,Online
2012,229,Loan Payment,49822.08,2024/12/14,Online
2013,300,Deposit,3270.84,2025/08/22,ATM
2014,967,Withdrawal,8365.16,2023/06/22,ATM
2015,736,Loan Payment,33116.06,2023/11/13,Mobile
2016,73,Deposit,10074.81,2025/02/22,Branch
2017,420,Loan Payment,45113.79,2025/01/02,Online
2018,561,Withdrawal,8806.24,2023/02/13,Online
2019,96,Loan Payment,8143.75,2023/04/12,Branch
2020,993,Withdrawal,33978.73,2025/01/18,Branch
2021,521,Deposit,25354.86,2023/05/22,Mobile
2022,957,Withdrawal,48057.68,2025/08/01,Branch
2023,86,Deposit,14361.89,2025/01/10,Branch
2024,646,Withdrawal,18488.65,2024/10/07,Online
2025,386,Loan Payment,7770.42,2024/10/04,ATM
2026,601,Withdrawal,45731.57,2023/09/24,ATM
2027,502,Deposit,5465.81,2023/04/16,Online
